PairID,Protocol/Results,PMCID,Link,Text,Level of randomization,Restrictions to randomization (check all that apply),Trial design (select the best answer),Factors (select the best answer),Framework (select the best answer),Used full article
80,Results,PMC7654934,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7654934/,"...We hypothesized that IPE could have anti-atherosclerotic properties.8 The objective of the Effect of Vascepa on Improving Coronary Atherosclerosis in People With High Triglycerides Taking Statin Therapy (EVAPORATE: NCT029226027) study was to evaluate the effects of 4 g of IPE per day as an adjunct to diet and statin therapy, in patients with elevated fasting TG levels on coronary computed tomographic angiography (CCTA) plaque volumes over 18 months of therapy.9...Briefly, EVAPORATE was a multi-centre, randomized, double‐blind, placebo‐controlled trial that evaluated the effect of IPE 4 g/day on coronary plaque progression determined by CCTA compared with mineral oil placebo. Consistent with the trial design, 80 patients were enrolled at three different centres (Harbor-UCLA, Lundquist Institute, and Intermountain Health Care). Patients were randomized 1:1 to IPE or placebo to evaluate progression rates of plaque volume on CCTA....### Power analysis Assuming an average of 1.7 measurable plaques per patient, with intra-patient plaque correlation of 0.24, 70 patients would provide power of 0.80 and a two- sided type 1 error of 0.048 to detect an 8% difference in plaque volume between the active and placebo groups. The 0.048 is a function of the Lan- DeMets version of the O’Brien-Fleming group sequential boundaries for a two- look sequential design reflecting part of the initial alpha (0.05) spend at the interim analysis conducted at 9 months.9...",Individual persons ,None (simple),Parallel ,Single factors,Unclear,No
81,Protocol,PMC3039582,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3039582/,"...This study aims to examine the effect of phosphate binding with sevelamer on left ventricular mass, markers of arterial stiffness and left ventricular function in early stage CKD....### Hypothesis Phosphate binding with sevelamer carbonate will reduce left ventricular mass, improve indices of left ventricular systolic and diastolic function, and reduce arterial and cardiac stiffness in patients with stage 3 CKD....This is a single-centre prospective, randomised, double-blind, placebo- controlled trial of 120 subjects with stage 3 CKD (defined as an estimated GFR 30-59 ml/min/1.73 m2) established on conventional treatment with an angiotensin converting enzyme inhibitor or angiotensin receptor blocker for at least 3 months before enrolment....Participants will then be randomised by computer assignment to continue 1600 mg (or half-dose) sevelamer with meals or receive an identical placebo for the remaining 36 weeks (Figure 1)....Sample size calculations were based on the primary endpoint of change in left ventricular mass after 40 weeks of treatment....Using data from this previous study, 55 subjects in each arm will provide at least 80% power of detecting an 8 g difference between the change in left ventricular mass from baseline to 40 weeks using a two-tailed t-test at the 5% significance level given a standard deviation of 15 g in the change in left ventricular mass from baseline. Recruiting 60 subjects to each group will allow a 10% withdrawal or dropout rate....",Individual persons ,None (simple),Parallel ,Single factors,Unclear,No
81,Results,PMC3636795,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3636795/,"...We hypothesized that lowering gastrointestinal phosphate absorption through use of the noncalcium-based phosphate binder sevelamer carbonate would reduce serum levels of phosphatonins such as FGF-23, thereby reducing LV mass and arterial stiffness as well as improving LV systolic and diastolic function in patients with early stage CKD....The study was a single-center, prospective, double-blind, randomized, placebo-controlled trial....Subjects that tolerated sevelamer then underwent 1:1 randomization to continue another 36 weeks of treatment with either sevelamer or placebo with meals....For >90% power to detect an 8-g difference between groups in the change in LV mass at 5% significance assuming an SD of change in LV mass of 12 g, 55 subjects were required in each arm. We planned to recruit 60 subjects to each group to allow for withdrawal or dropout....",Individual persons ,None (simple),Parallel ,Single factors,Unclear,No
82,Protocol,PMC8053307,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8053307/,"...Thus, we want to prove the effectiveness of this therapy in treating mild COVID-19 cases....We hypothesise that patients with mild COVID-19 treated with favipiravir will have a shorter duration of time to virus clearance than the control group....AviMild is a phase III randomised double-blinded placebo-controlled parallel- group multicenter clinical trial to evaluate favipiravir’s safety and efficacy in adults diagnosed with mild COVID-19. The trial involves patients from community settings from different cities in Saudi Arabia with King Abdullah International Medical Research Center (KAIMRC) as the sponsor....Patients will be randomly assigned in a 1:1 ratio to both arms....Presently there are seven centres, including the sponsor site....Eligible participants are randomised in a 1:1 ratio to either the therapy group (favipiravir) or a control group (placebo). The randomisation list is based on computer generated and stratified by clinical site....#### Sample size and power considerations Assumptions and study hypothesis 1. The current study’s primary hypothesis is H0: HR=1 versus H1: HR ≠1; and HR is the HR of treatment compared with control arm. 2. Time to viral clearance. In patients with mild COVID-19, 90% of the patients clear the virus by day 10 of onset.1 If we assume an exponential hazard, we estimate the median time of viral clearance in the placebo group to be 8 days. 3. The exact treatment effect from favipiravir is not known but can be approximated using prior clinical studies. A study comparing favipiravir’s effect to lopinavir/ritonavir on virus clearance has shown a 64% reduction in time to viral clearance in the favipiravir arm.19 To stay on the conservative side, we assume that favipiravir will reduce the median time to virus clearance to 6 days, which is equivalent to HR of 1.33. 4. We further assume that 90% of the control group patients will have viral clearance within 15 days, and 90% will have viral clearance in the treatment arm. It is anticipated that very few of these subjects will be randomised and not start study treatment (and so be excluded from the primary analysis) or be lost to follow-up (and so have missing data for the primary endpoint). Given certain uncertainties, however, we have included a nominal 10% drop out rate. #### Sample size estimation for classical two-arm parallel design Under the classical two-arm parallel design, a one-sided test of whether the HR is 1 with an overall sample size of 576 subjects (288 are in the control group and 288 in the treatment group) achieve 90% power at a 0.025 significance level when the HR is 1.330. The sample size re-estimation will be based on the ratio of the planned effect size (1.33) to the observed effect size from the interim analysis according to the following formula: N=(E0E)aN0 where ‘a’ is a constant that will be set to 2 and is a number chosen to be slightly larger than the classical sample size per group, which is the planned effect size of 1.33, and E is the observed effect size from the interim analysis. A detailed statistical analysis plan will be developed before undertaking any comparative analyses of outcomes. The following provides a summary of the approach to analyse the primary endpoint....We acknowledge principal investigators for all sites (alphabetical order): Ali Tolba, Hanan Turkistany, Mohannad Bahlaq, Saad Alshahrani, Sanaa Al Rehily, Zied Ghaifer Ali....",Individual persons ,Stratification,Parallel ,Single factors,Superiority,No
82,Results,PMC8747778,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8747778/,"...To evaluate the safety and efficacy of favipiravir monotherapy in treating mild COVID-19, we conducted a multicentre placebo-controlled randomized trial in Saudi Arabia (Avi-Mild-19)....The trial enrolled patients from seven community medical centres and ambulatory care centres in Saudi Arabia....Patients were randomized in a 1:1 ratio to oral favipiravir or placebo. The randomization schedule was generated using the PLAN Procedure (SAS) with a block size of four, stratified by study site....A one-sided test of whether the hazard ratio (HR) is 1 with an overall sample size of 576 (288 in the control group and 288 in the treatment group) achieved 90% power at a 0.025 significance level when the HR is 1.330....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
83,Protocol,PMC5422966,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5422966/,"...Our hypothesis to be tested in the present study is that individuals receiving an intervention aimed at increasing their pre- and post-operative level of physical activity of moderate intensity will experience faster post-operative recovery in comparison with standard care. The primary aim of this study is to investigate whether a training programme with intensified physical activity and IMT prior to and after surgery for colorectal cancer enhances post- operative recovery assessed as patient-reported physical recovery in comparison with control subjects. Secondary aims are to investigate the effect of the training programme on sick leave, adverse events, hospital length of stay, resumption of QoL, re-operations, re-admittances, post-operative mental recovery, mortality, IGF-1, IGFBP-3, experienced pain and health economics in comparison with control subjects....This study is a randomised, controlled, parallel-group, open-label, multi- centre trial....At the moment, two hospitals participate in the study, but more centres may be added. A list of study sites can be obtained from the corresponding author....A research nurse will perform enrolment and the electronic randomisation....Randomisation will be performed as block randomisation with a 1:1 allocation and a block size that will be unknown to study personnel. To ensure good balance of participant characteristics in each group, randomisation will be stratified with regard to surgical method (laparoscopic versus open), tumour site and pre-operative treatment (colon, rectum with/without radiotherapy), and study centre....For true rates of these magnitudes, a difference will be detected with 80% power using a total of 640 patients and a two-sided test with a 2.5% significance level (Bonferroni adjustment for interim look)....The study is planned to continue until 640 patients are included, given the observed frequency of withdrawn consent and other reasons for discontinuation....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Unclear,No
83,Results,PMC8820776,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8820776/,"...A randomized, parallel, open-label trial in six university or regional hospitals in Sweden....We aimed to determine the effect on recovery of short-term, home-based physical activity before and after colorectal cancer surgery compared to usual care....A randomized, controlled, open-label, multicenter, superiority trial was performed. Participants were recruited at 5 regional and 1 university hospital in Sweden....Participants were randomly assigned to 1 of the 2 study groups after consenting to participate with a 1:1 allocation through a computer system creating the allocation sequence with a block size of 4, unknown to personnel....Allocation was stratified according to 2 variables deemed important for the outcome: planned surgical method (laparoscopic or open) and tumor site and neoadjuvant treatment (colon, rectum without preoperative radiotherapy, or rectum with preoperative radiotherapy)....For true rates of this magnitude, there would be 80% power with a 5% significance level if 538 evaluable participants were recruited. To allow for loss to follow-up we planned for recruiting 640 participants, later increased to 760 due to higher loss to follow-up than anticipated....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Unclear,No
84,Protocol,PMC4617887,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617887/,"...We hypothesized that a total hip arthroplasty results in superior hip function and health-related quality of life compared to to hemiarthroplasty in healthy and cognitively intact patients aged above 80 years treated for a displaced femoral neck fracture....The study will be carried out from 2009–2026 (inclusion period 2009–2016) at the Orthopaedic Department of Danderyd Hospital in collaboration with the Karolinska Institute....Half of the patients will receive a cemented hemiarthroplasty with a modular unipolar head. The other half will receive a cemented total hip arthroplasty with a 32-mm femoral head articulating on a cemented highly cross-linked polyethylene acetabular component....Patients will be randomized in a 1:1 ratio to hemiarthroplasty or total hip arthroplasty using concealed envelopes in batch sizes of 10. Randomization will be stratified for gender and patients will be blinded for the assigned treatment during the first two years of follow-up....### Sample size Prior to the commencement of the study, a two-sided power analysis has been performed. We will test the null hypothesis that the mean Harris hip scores for the two groups will be equal. We assume that a mean difference of 10 points (standard deviation, 15 points) [4] in the Harris hip score is the smallest effect that will be clinically relevant. We calculate that a total of 80 patients (40 in each group) will have a power of 80 % to yield a significant result. This calculation also allows a 80 % power to prove non-inferiority (non- difference) of the secondary endpoint EQ-5D with a sample of 40 patients in each group with the assumption of an EQ-5D value of 0.73 with standard deviation 0:18. The significance level was set at a conservative 2.5 % (p <0.025) because we have two sample size calculations. We will include 60 patients in each group (120 total) to allow for loss to follow-up....An analysis of covariance (ANCOVA) of the primary endpoint will also be used to reduce variance, adjusted for exposure variable (total hip arthroplasty/hemiarthroplasty) and stratification (male/female)....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
84,Results,PMC6613852,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6613852/,"...We hypothesized that total hip arthroplasty would be associated with superior hip function and health-related quality of life, without increasing the rates of complications and reoperations, when compared with hemiarthroplasty for the treatment displaced femoral neck fractures in cognitively intact elderly patients ≥80 years of age....This single-center, single-blinded, prospective RCT followed the guidelines of good clinical practice and the CONSORT (Consolidated Standards of Reporting Trials) statement12 and was performed between 2009 and 2018 (inclusion period, September 2009 to April 2016) at the Orthopaedic Department, Danderyd Hospital, Stockholm, Sweden....All patients with a displaced femoral neck fracture who were admitted to Danderyd Hospital were screened for participation in the study....The patients were block-randomized in groups of 10 in a 1:1 ratio to receive either hemiarthroplasty or total hip arthroplasty. We used sealed envelopes, and the randomization was stratified for sex to ensure that the sex distribution would be the same in both groups....### Sample Size and Power Analysis Before the start of the study, sample size calculations were performed on the 2 primary outcome variables (HHS and EQ-5D). Two-sided power analysis was used. On the basis of a previous trial from our research group, we assumed that a mean difference (and standard deviation) of 10 ± 15 points21 in the HHS was the smallest effect that would be clinically relevant. We calculated that a total of 80 patients (40 in each group) would have a power of 80% to yield a significant result. This calculation also allowed an 80% power to prove non- inferiority of EQ-5D with a sample of 40 patients in each group, with the assumption of a mean EQ-5D value (and standard deviation) of 0.73 ± 0.18 and a non-inferiority limit of 0.1. The significance level was set at 2.5% (p < 0.025) to handle multiplicity because we performed 2 sample-size calculations. We planned to include 60 patients in each group (120 patients total) to allow for the loss of patients to follow-up....Analysis of covariance (ANCOVA) of the primary end points was used to reduce variance, with adjustments for exposure variable (hemiarthroplasty or total hip arthroplasty) and stratification (male or female)....Investigation performed at the Department of Orthopaedics at Danderyd Hospital, Stockholm, Sweden...",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Superiority,No
85,Protocol,PMC4738785,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4738785/,"...Vijana Vijiweni II is a cluster-randomized controlled trial, with the unit of randomization being camps. The trial tests whether men in camps randomized to a combined microfinance and peer health leadership intervention have less incident sexually transmitted infections (Neisseria gonorrhea (NG), Chlamydia trachomatis (CT), and Trichomonas vaginalis (TV) and report less past-year perpetration of physical and/or sexual violence against female sexual partners compared to men in the control camps who will get a delayed intervention. Sixty camps are enrolled in the trial and half are randomly assigned to the intervention arm and half to the control arm....The combined microfinance and health leadership intervention will be associated with lower incidence of sexually transmitted infections and less perpetration of physical and sexual violence against female sexual partners among men in camps randomized to receive the intervention as compared to men in camps randomized to receive the control condition. ##### Secondary hypothesis We hypothesize that several constructs will mediate the intervention effects. Specifically, at the individual level, men’s equitable gender role attitudes, hope, future orientation, and their perceived social support will mediate intervention effects. Additionally, at the camp level, the social cohesion as well as the structural cohesion of camp networks will mediate the effect of the intervention on the primary outcomes. We will also examine the intervention effects on secondary outcomes including unprotected sex, sexual partner concurrency, alcohol and other substance use....Our study takes place in four wards within Kinondoni District....### Sample size determination The choice of 60 camps randomized into two groups is based upon evidence generated in our previous study and likely incidence estimates available from published studies with similar populations in Tanzania and other countries in Africa [10, 68]. We estimated average camp sizes of 26.4 men and expected to successfully enroll approximately 80 % of these men into our trial at baseline. 90 % of the men were expected to be sexually active at baseline. Any STI incidence (NG, CT, or TV) was used as the primary outcome measure and sexual and/or physical IPV perpetration was used as the primary behavioral outcome measures. Based upon our previous study we computed camp intraclass correlation (ICC) estimates between 0.00 and 0.01 for sexually transmitted diseases and 0.032 for behavioral measures. Given anticipated average camp sizes and ICC estimates we inflated sample size estimates assuming simple random sampling with design effects ranging from 1.4 to 2.3. All sample estimates assumed an attrition of 20 %. Given a sample size of 890 sexually active males and 999 total males in 60 camps at our 30-month assessment, we will have 80 % power (2-sided, α = 0.05) to detect protective effects of the intervention (OR) of .57 for STI incidence and .65 for perpetration of sexual or physical IPV among sexually active men. Statistical power to detect mediation is expected to be high based on the simulation results of Fritz and MacKinnon where a total sample size of 539 was sufficient for .80 power to detect the most conservative simulated mediation effect....",Cluster,None (simple),Parallel ,Single factors,Superiority,No
85,Results,PMC7083321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7083321/,"...We aimed to evaluate the efficacy of this combined intervention on prevalence of STIs, perpetration of IPV, HIV testing, sexual risk behaviors, as well as proximal intervention targets, including inequitable gender norm attitudes and hope among social networks of men locally referred to as ‘camps.”...We conducted a cluster-randomized trial among 60 camp-based social networks within four wards of Kinondoni Municipality in Dar es Salaam, Tanzania. We used a cluster design because we were interested in evaluating an intervention delivered within social networks [22]....The study was designed to assess whether men in camps randomized to the combined microfinance and peer health leadership intervention had fewer STIs and reported less past-year perpetration of physical and/or sexual IPV compared to men in the control camps, who received a brief delayed intervention after the study’s conclusion [22]....Sixty camps were enrolled in the trial; 30 were randomly assigned to the two-year intervention condition (n = 621 men) and 30 were assigned to the control (n = 637 men)....To facilitate transparency within the community, the 60 camps were randomly assigned (1:1 ratio) to either the intervention or control condition, in which they received a brief delayed intervention after the study’s conclusion, during a meeting of our Community Advisory Board (CAB) using an allocation process implemented by one selected CAB representative....The study was powered to detect protective effects of the intervention of .57 for STI prevalence and .65 for perpetration of sexual or physical IPV perpetration with power equal to .80 and a 2-sided α equal to 0.05. This calculation was based on anticipated average camp sizes of 26.4 men, anticipated retention of 80%, and camp intraclass correlation (ICC) estimates between 0.00 and 0.01 STIs and 0.032 for behavioral measures....",Cluster,None (simple),Parallel ,Single factors,Superiority,No
86,Protocol,PMC4660775,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4660775/,"...The primary aim of this study is to determine whether administration of the active substance (two 40 mg propranolol capsules 1 hour prior to dental extraction, followed by one 40 mg capsule immediately postoperatively) results in a significantly greater reduction of dental trait anxiety in patients with self-reported high to extreme fear in anticipation of dental extraction, compared to the effects of the placebo comparator, from baseline to 4-week follow-up appointment. ### Secondary aims The secondary aims are to determine whether the use of propranolol in patients with high self-reported levels of fear in anticipation of tooth or molar removal results in the following: 1. a significantly greater reduction of self-reported intraoperative (state) anxiety, compared to the placebo comparator, from baseline to the 4-week follow-up appointment; 2. a significantly greater decrease of physiological responding during recall of the crucial fear-related memory, compared to the placebo comparator, from baseline to the 4-week follow-up appointment; 3. a significantly greater decrease in specific phobia diagnoses, compared to the placebo comparator, from baseline to the 4-week follow-up appointment; 4. a significantly greater reduction of self-reported vividness and emotional charge of the crucial fear-related memory scores, compared to the placebo comparator, from the baseline to the 4-week follow-up appointment....The trial is designed as a multicenter, randomized, placebo-controlled, two- group, parallel, double-blind superiority trial of 34 participants with an allocation ratio of 1:1....Adult participants of all genders will be recruited from the waiting list of patients referred to the departments of Oral and Maxillofacial Surgery of the Academic Medical Center of the University of Amsterdam (AMC), the Netherlands, and the department of Oral and Maxillofacial Surgery of the Spaarne Gasthuis Hospital in Haarlem, the Netherlands, by their dentists....### Sample size calculation A power analysis was performed for the primary outcome variable, dental trait anxiety as indexed by the Short-version of the Dental Anxiety Inventory (S-DAI). In order to detect a difference between the propranolol and control condition on changes in dental anxiety scores over time, a two-way (one-within and one-between subjects factor) repeated measures ANOVA will be used. Using G*Power 3.0 software, assuming a correlation of 0.50 between two repeated measurements, a medium size treatment effect (f = 0.25), a power of 0.80, an α significance level of 0.05, and two treatment conditions, the power analysis results in a total sample size of 34 persons....The random allocation sequence will be computer-generated....",Individual persons ,None (simple),Parallel ,Single factors,Superiority,No
86,Results,PMC8899208,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8899208/,"...To assess the memory reconsolidation disrupting properties of propranolol in patients suffering from dental fear, we conducted a quadruple-blind, randomized, placebo-controlled clinical trial evaluating the effectiveness of propranolol in the reduction dental (trait) anxiety among patients with dental anxiety or dental phobia. We hypothesized that fear memory reactivation and administration of the active substance (i.e., two 40 mg propranolol capsules 1 h prior to dental extraction, followed by one 40 mg capsule immediately postoperatively) would result in a significantly greater reduction of dental anxiety (both state and trait anxiety) in patients with dental anxiety or dental phobia, compared to the effects of the placebo comparator, from baseline to 1-month follow-up appointment. Secondly, we predicted that the use of propranolol would result in a significantly greater decrease of specific (i.e., dental) phobia diagnoses compared to the placebo comparator, from baseline to the 1-month follow-up appointment....This trial was designed as a randomized, placebo-controlled, two-group, parallel, quadruple (participant, care provider, investigator and outcomes assessor) blind superiority trial of 36 participants with an allocation ratio of 1:1....Potential participants were recruited via referrals to the department of OMFS of the Amsterdam University Medical Center—location Academic Medical Center, Amsterdam, the Netherlands....The random allocation sequence was computer-generated by the manufacturer of the investigational medicinal products (Good Manufacturing Practices-certified hospital pharmacy)....### Sample Size Calculation A power analysis was performed for the primary outcome, the S-DAI. Power analysis is not possible for more complex analyses such as Linear Mixed Model (LMM) based on the available standardized software such as G*Power. The most comparable statistical method for which power analysis is available in this study, is the F-test (two-way ANOVA), which is therefore considered as the alternative. In order to detect a difference between the propranolol and control condition on changes in dental anxiety scores over time, a two-way (one-within and one-between subjects factor) repeated measures ANOVA was used. Using G*Power 3.0 software, assuming a correlation of 0.50 between two repeated measurements, a medium size treatment effect (f = 0.25), a power of 0.80, an α significance level of 0.05, and two treatment conditions, the power analysis results in a total sample size of 34 persons [17 persons per group; (14)]....The distributions of demographic variables and quantitative data are displayed in tables. The analysis was planned per protocol. Associations between categorical variables were analyzed using the χ2-test (two-tailed) for unpaired data, the Fisher's Exact test (two-tailed) for binary unpaired data if <80% of the cells in the contingency tables had an expected frequency of >5, and the McNemar's test (two-tailed) for paired binary data. The assumption of normality was met for all variables. Differences between the propranolol and placebo condition on continuous variables were analyzed using the independent-samples t-test (two-tailed) and differences between two consecutive measurements in time within one allocation group were analyzed using the paired t-test (two-tailed). Baseline differences were not statistically tested in accordance with the CONSORT guidelines. The LMM with random intercept and random slope was used to assess whether the changes of quantitative primary or secondary outcomes over time between propranolol and placebo group were significantly different. The generalized linear mixed model (GLMM) with random intercept was used to assess whether the changes of dichotomized outcomes over time between propranolol and placebo group were statistically significantly different. A two (measurements: baseline and follow-up) by two (conditions: intervention and placebo) Analysis of Variance (ANOVA) with repeated factor was used to compare the propranolol and placebo condition on physiological parameters (manipulation check) between baseline and follow-up. The significance level (alpha) was set at 5 and 95% confidence intervals are reported. Cohen's d was reported for each continuous outcome and the odds ratio was reported for dichotomous outcomes. A standardized formula to calculate Cohen's d based on LMM analyses is lacking. Therefore, for continuous outcomes, Cohen's d was calculated based on repeated measures Analysis of Variance (ANOVA) F-values regarding the group by time interaction with the formula d = (F(nt+ncntnc)(nt+ncnt+nc−2)) (28). For within-group differences over time, Cohen's d was calculated based with the formula d = x¯t−x¯c(nt−1)st2+(nc−1)sc2nt+nc (28). The effect size of GLMM is represented by the odds ratio of the interaction term between groups and time, which is transformed from log odds. A reliable chance index (RCI) for each individual participant was reported for the primary outcome measure, dental anxiety....",Individual persons ,None (simple),Parallel ,Single factors,Superiority,No
87,Protocol,PMC4696142,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4696142/,"...Moving Forward is a randomized trial that examines the effects of a culturally tailored guided weight loss program as compared to a self-guided weight loss program on the BMI, body composition and waist:hip circumference of 240 overweight/obese African-American breast cancer survivors....The study is based in eight Chicago Park District facilities located within communities that are predominantly African-American....The allocation assignments for each site are generated using a SAS program written by the data analyst, who has no contact with participants....Calculations were conducted for hierarchical longitudinal designs with differential attrition rates using software provided by Roy et al. [79] Results showed that an initial sample of 240 participants is sufficient to detect an effect size of 0.4, assuming attrition of about 10 % at each time point with power of 0.8 for a two -tailed test....Our hypothesis is that subjects in the MFG condition will experience greater rates of weight loss, improved diet and physical activity patterns and other positive outcomes than subjects in the SG group....",Individual persons ,Not reported,Not reported,Single factors,Superiority,No
87,Results,PMC5562172,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5562172/,"...We report the effects of a 6-month interventionist-guided versus a self-guided weight loss program on anthropometric, body composition, and behavioral outcomes in overweight/obese AABCS postintervention and at the 12-month follow-up....Recruitment involved direct contact by letter and phone using hospital cancer registry contact information from three Chicago-area academic cancer centers and community-based efforts, including referrals from oncologists, flyers, social media, and presentations....Women were randomly assigned using a random digit generator after the baseline interview....",Individual persons ,None (simple),Parallel ,Single factors,Not reported,No
88,Protocol,PMC5961554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5961554/,"...We planned a phase II, multicentre, dose-finding, double-blind, randomised placebo-controlled trial of two different doses of GHX02 compared with placebo. The objective is to compare the GHX02 and placebo in terms of efficacy and safety, and to determine the appropriate dosage of GHX02 required for the treatment of acute bronchitis....This study is a phase II, multicentre, dose-finding, double-blind, randomised placebo-controlled trial to evaluate the efficacy and safety of two different doses of GHX02, compared with placebo, for acute bronchitis. The trial will be conducted at three university-affiliated hospitals, including the Dunsan Korean Medicine Hospital, Daejeon University; the Kyung Hee University Korean Medicine Hospital and the Pusan National University Korean Medicine Hospital. One-hundred and fifty patients will be included in this trial and stratified into three patterns (wind-heat, wind-cold or others) by using the Korean Standard Tool of Pattern Identifications of Cough and Sputum. Then, each pattern of patients will randomly assigned to either a high-dose GHX02 group (1920 mg/day), standard-dose GHX02 group (960 mg/day) or control group (placebo) in a 1:1:1 allocation ratio. Stratified block randomisation using the pattern identification will be performed in this trial as above (figure 1, table 2)....### Sample size The estimated sample size required for this study is 150 patients (50 patients per group).19 The estimation of the number of subjects is based on whether there is a difference in the change from baseline (day 0) to postdose (day 7) Bronchitis Severity Score (BSS), between the control and standard-dose GHX02 group. In an earlier comparable clinical study, the difference was reported to be 2.3, and the SD of the changes in BSS, was estimated to be 3.2.20 The power to detect the difference was assumed to be 0.8, and the two-sided significance level was 0.05. The ratio of allocation of subjects between the groups was 1:1:1, and drop-out rate was presumed to be 0.2....An independent statistician will conduct randomisation, using a computer random number generator of SAS Analytics Pro (SAS Institute)....We will allocate three groups (wind-heat, wind-cold or others) at a 1:1:1 ratio of high-dose, standard-dose and placebo treatment. Stratified block randomisation using the Korean Standard Tool of Pattern Identifications of Cough and Sputum will be performed in this trial....",Individual persons ,Stratification | Blocking,Parallel ,Single factors,Unclear,No
88,Results,PMC8801800,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8801800/,"...Therefore, we planned a phase II, randomized, double-blind, placebo-controlled, multicenter trial to determine the efficacy and safety of GHX02 compared with placebo, and find a suitable dosage of GHX02 for the treatment of bronchitis....The study protocol was approved by the Institutional Review Board (IRB) at each center (IRB number: DJDSKH-17-DR-14 at Daejeon Korean Medicine Hospital, KOMCIRB 2018-10-007-001 at Kyung Hee University Korean Medicine Hospital, and 2018010 at Pusan National University Korean Medicine Hospital)....Accordingly, stratified block randomization was not conducted for Korean pattern identification, but as acute bronchitis and AECB....This study was a phase II, randomized, double-blind, placebo-controlled, multicenter, and dose-finding trial to investigate the efficacy and safety of two different doses of GHX02 compared to placebo. The participants were recruited from three university-affiliated hospitals, including Daejeon Korean Medicine Hospital, Daejeon University, Kyung Hee University Korean Medicine Hospital, and Pusan National University Korean Medicine Hospital....The enrolled patients who met the eligibility criteria were stratified into acute bronchitis or AECB and randomized to parallel groups in a ratio of 1:1:1 for the high-dose GHX02 group (1920 mg/day), standard-dose GHX02 group (960 mg/day), and control group (placebo)....This study aimed to evaluate the efficacy of GHX02 in patients with bronchitis....With the power to detect a difference of 0.8 and a two-sided significance level of 0.05, 31 patients were required for each group. Because the ratio of allocation of patients between the groups was 1:1:1, and the dropout rate was presumed to be 0.2; therefore, this study recruited 39 participants to each group, totaling 117 participants....Randomization was conducted using a computer random number generator in SAS Analytics Pro (SAS Institute) by an independent statistician....A total of 127 participants were screened in three hospitals from March 2019 to December 2019, and 10 participants were excluded from the study according to the exclusion criteria, and the remaining 117 were randomized to parallel groups....",Individual persons ,None (simple),Parallel ,Single factors,Unclear,No
