PairID,Protocol/Results,PMCID,Link,Text,Intervention protocol (treatment manual) availability,Used full article
93,Protocol,PMC4966873,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4966873/,"...### Intervention programs Patients are to be randomized into two treatment groups: 1. The experimental group will receive specific cognitive behavioral therapy for cannabis cessation composed of 1-hour sessions once a week for 16 weeks, in addition to pharmacological treatment prescribed by the psychiatrist 2. The control group will receive the standard treatment (psychoeducation + pharmacological treatment) following the same format as the experimental group, that is, 1-hour sessions of psychoeducation once a week for 16 weeks, in addition to pharmacological treatment prescribed by the psychiatrist 1. Experimental group (specific cognitive behavioral therapy for cannabis cessation + pharmacological treatment) The intervention program is focused on cannabis cessation, identification of prodromes, improving illness awareness, adherence to treatment, psychosocial functioning and relapse prevention. The content of the sessions is as follows: * Sessions 1–3: the first three sessions involve motivational interviewing [61], followed by brief psychoeducation focused on general information about cannabis and psychosis: (a) psychosis and substance use, (b) medication and treatment adherence, (c) awareness of the vulnerability, (d) recognition of symptoms, (e) healthy lifestyle, and (f) risk and protective factors. * Sessions 4–8: the second part of the program is focused on commitment to change [62] and includes the following aspects: * Behavioral therapy: * o Anxiety management techniques * o Stimulus control * o In-vivo exposure therapy with response prevention, identifying triggers and beliefs that could lead to substance use and exacerbation of psychotic symptoms and exposure to such triggers * Cognitive therapy: * o Specific techniques for managing thoughts about the consumption and use of cannabis and other substances (craving/abstinence) and symptom management * o Cognitive restructuring; identifying and refuting cognitive distortions * o Training in problem solving * o Training in social skills; assertiveness; skills to refuse drugs and changes in lifestyle. * Sessions 10–12: the third part of the program includes a specific intervention for relapse prevention, focused on the identification of high-risk situations that could lead to maintenance of substance use and increased severity and chronicity of psychotic symptoms, as well as the teaching of coping skills for such situations 2. Control group (standard treatment: psychoeducation + pharmacological treatment) The aim of the psychoeducation is to enable patients to understand and be able to manage their disease, providing them with tools and skills for symptom management, to avoid relapse and contribute to their well-being. Psychoeducation sessions include the following modules: * Session 1: What is a first psychotic episode? * Session 2: Awareness of vulnerability * Session 3: Recognition of symptoms * Sessions 4–5: Prevention of relapses: risk and protective factors * Session 6: Adherence to treatment * Session 7: Healthy lifestyle: sleep and sexuality * Session 8: Healthy lifestyle: misuse of drugs * Session 9: Anxiety management techniques I * Session 10: Anxiety management techniques II * Session 11: Social skills: assertive communication techniques * Session 12: Problem-solving techniques...",Not reported,Yes
93,Results,PMC9224093,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9224093/,"...### 2.5. Intervention Programs Patients were randomized into two treatment groups (TAU or CBT-CC). #### 2.5.1. Treatment as Usual (TAU) TAU refers to the combined clinical treatment provided to FEP patients that included the pharmacological treatment prescribed by the psychiatrist and an individual psychological therapy involving psychoeducation and CBT, following the same format as the CBT-CC group, that is, 1-h sessions once a week for 16 weeks. Therapy sessions include career counseling and information to enable patients to understand and be able to manage their disease, providing them cognitive–behavioral tools for symptom management and relapses and to contribute to their well-being. The first part of the psychological program (sessions 1–9) was composed of psychoeducational sessions aimed at improving patients’ insight into their illness, treatment adherence, prodromal identification, early intervention to prevent relapses, and a healthy lifestyle. The second part of the intervention (sessions 10–16) included cognitive–behavioral techniques for symptom and thought management (anxiety management techniques) and social and problem- solving skills. #### 2.5.2. Specific CBT for Cannabis Cessation (CBT-CC) The CBT-CC group received a specific individual CBT for cannabis cessation composed of 1-h sessions once a week for 16 weeks, in addition to the pharmacological treatment prescribed by the psychiatrist. The treatment included a cognitive–behavioral approach that integrated three fundamental aspects: (1) motivational strategies to develop a good therapeutic alliance and motivation for change, (2) cognitive–behavioral techniques for cannabis abstinence, symptom management, and improvement in psychosocial functioning, and (3) a specific intervention for change maintenance and relapse prevention. The content of the sessions is as follows: Sessions 1–4: The first four sessions involved motivational interviewing [60], followed by brief psychoeducation focused on general information about cannabis and psychosis: (a) psychosis and substance use, (b) medication and treatment adherence, (c) awareness of the vulnerability, (d) recognition of symptoms, (e) healthy lifestyle, and (f) risk and protective factors. Sessions 5–14: The second part of the program was focused on commitment to change [61] and included the following aspects: Behavioral therapy: - Anxiety management techniques; - Stimulus control; - In vivo exposure therapy with response prevention, identifying triggers and beliefs that could lead to substance use and exacerbation of psychotic symptoms and exposure to such triggers. Cognitive therapy: - Specific techniques for managing thoughts about the consumption and use of cannabis and other substances (craving/abstinence) and symptom management; - Cognitive restructuring; identifying and refuting cognitive distortions; - Training in problem-solving; - Training in social skills; assertiveness; skills to refuse drugs and changes in lifestyle. Sessions 15–16: The third part of the program included a specific intervention for relapse prevention, focused on the identification of high-risk situations that could lead to maintenance of substance use and increased severity and chronicity of psychotic symptoms, as well as the teaching of coping skills for such situations....",Not reported,No
94,Protocol,PMC3146889,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3146889/,"...The IDS will dispense all study supplement which will consist of either: a) EPA-rich fish oil supplement (1060 mg EPA plus 274 mg DHA) (intervention #1); b) DHA-rich fish oil supplement (900 mg DHA plus 180 mg EPA) (intervention #2); and c) a placebo (control arm)....The intervention supplements and placebo have been provided by Nordic Naturals in Watsonville, California. The EPA-rich fish oil (ProEPAXtra, Nordic Naturals, Watsonville, CA) planned as intervention #1 in this study contains an approximate 4:1 ratio of EPA to DHA (1060 mg EPA plus 274 mg DHA). The DHA- rich oil (ProDHA, Nordic Naturals, Watsonville, CA) to be studied as intervention #2 contains DHA and EPA in an approximate 4:1 ratio (900 mg DHA plus 180 mg EPA)....The control group (intervention #3) will receive a placebo that will contain 98% soybean oil and 1% each of lemon and fish oil and will be indistinguishable in appearance and taste from the active supplements....The primary outcome of interest in the proposed study is the participant's BDI score at 6 weeks postpartum....",Not reported,Yes
94,Results,PMC4010222,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4010222/,"...Women who met all eligibility criteria and who agreed to participate were randomly assigned to receive one of the following: (1) EPA-rich fish oil supplementation (1060 mg EPA plus 274 mg DHA); (2) DHA-rich fish oil supplement (900 mg DHA plus 180 mg EPA); or (3) a soy oil placebo (control arm)....The intervention supplements and placebo were provided by Nordic Naturals Corporation in Watsonville, CA. The EPA-rich fish oil (ProEPAXtra, Nordic Naturals) contained an approximate 4:1 ratio of EPA to DHA (1060 mg EPA plus 274 mg DHA), whereas the DHA-rich oil (ProDHA, Nordic Naturals) contained DHA and EPA in an approximate 4:1 ratio (900 mg DHA plus 180 mg EPA). The placebos were formulated to be identical in appearance to both the EPA- and DHA-rich supplements and contained 98% soybean oil and 1% each of lemon and fish oil....",Not reported,No
95,Protocol,PMC3155829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3155829/,"...### Interventions Liposomal amphotericin B® is being given as a single dose on day 1 at a dose of 10 mg/kg body weight infused in 5% dextrose running for 1-2 hours. Miltefosine is being given orally at a dose of 2.5 mg/kg body weight daily, up to a maximum of 150 mg, for 28 days when used alone. Miltefosine is being given orally at a dose of 2.5 mg/kg body weight daily, up to a maximum of 150 mg, for 10 days starting on day 2 following a single dose of Liposomal amphotericin B® 10 mg/kg. SSG is being given IV/IM at a once daily dose of 20 mg/kg body weight daily for 10 days starting on day 2 following a single dose of Liposomal amphotericin B®. Therefore the dose regimens is as follows • Liposomal amphotericin B® one dose of 10 mg/kg body weight (IV) on day 1 followed by 10 days of SSG at 20 mg/kg body weight (IV/IM) from days 2-11. • Liposomal amphotericin B® one dose of 10 mg/kg body weight (IV) on day 1 followed by 10 days of miltefosine at 2.5 mg/kg body weight (oral) from days 2-11. • Monotherapy course of miltefosine at 2.5 mg/kg body weight (oral) from days 1-28....",Not reported,Yes
95,Results,PMC5023160,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5023160/,"...The three treatment regimens were as follows: * AmBisome 10 mg/kg single dose (IV) on day 1 followed by 10 days of SSG (IM) 20 mg/kg from day 2–11. * AmBisome 10 mg/kg single dose (IV) on day 1 followed by 10 days of miltefosine 2.5mg/kg/day (oral) from day 2–11 (up to a maximum dose of 150mg) * Miltefosine 2.5 mg/kg/day (oral) from day 1–28 (up to a maximum dose of 150mg). AmBisome (liposomal amphotericin B, 50 lyophilized powder in vials, Gilead Pharmaceuticals, USA) was given as a single dose on day 1 at a dose of 10 mg/kg body weight, infused in 5% dextrose over 1–2 hours. Miltefosine (Impavido, Zentaris) was provided as foil-wrapped blister packs. The dose was calculated on a basis of 2.5 mg/kg body weight daily, up to a maximum of 150 mg. However, since 10 and 50 mg capsules were available, the actual doses given were: 30mg for 10-<14kg; 40mg for 14-<18kg; 50mg for 18-<22kg; 60mg for 22-<26kg; 70mg for 26-<30kg; 100mg for 30-<50kg and 150mg for ≥ 50kg. This resulted in a dose range of 2.0–3.33 mg/kg/day of miltefosine. SSG (30 ml vials, each containing 100 mg/ml SSG, produced by Albert David, India) was given as an intramuscular (IM) injection once daily, in a dose of 20 mg/kg body weight. Rescue treatment was AmBisome 30 mg/kg Intravenously (IV) split into multiple doses (according to country protocol) or SSG 20 mg/kg IM for 30–60+ days for patients not responding to initial rescue treatment or for patients requiring treatment for severe PKDL....",Not reported,No
96,Protocol,PMC4807574,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4807574/,"...### Intervention The repetition rate of simulation sessions is the only varying component between the 2 randomized groups (9 or 3 simulation sessions over 1 year) (Fig. 3). The scenarios were designed using a typology of simulation, which incorporates three elements of fidelity in simulation: environmental, equipment, and psychological fidelity [50]. A high-fidelity manikin (SimNewB*, Laerdal®) from the Laboratory of Simulation of Poitiers is used to illustrate scenarios of infant shock with requirement of IO access insertion. Nine scenarios were drawn by lots among 18 cases of infant shock: 4 hypovolemic shocks, hemorrhagic shock in severe trauma, anaphylactic shock, 2 cardiogenic shocks, and septic shock. Prior to the research protocol, all emergency physicians had identical training in insertion of intra-osseous (IO) access in infants with performance assessment on the validated scale for simulated IO insertion developed in our Simulation Laboratory [51]. Because there exists no scale to assess clinical performance of emergency teams, our Simulation Laboratory designed and validated a team average performance assessment scale (TAPAS). Psychometric characteristics of TAPAS were calculated (publication submitted). Non-technical skills are assessed by The Clinical Teamwork Scale (CTS) for teamwork and CRM [52], and by the Behavioral Assessment Tool (BAT) for leadership [53]. All sessions are scheduled the same day of the week at 2:00 pm because of the circadian cycle of cortisol. Each simulation—lasting 25–30 min—is preceded by a briefing (15 min), and followed by a “good judgment” debriefing (30–45 min) [54]. The purpose of debriefing is to improve professional performance through facilitated (supervisor) recognition and closure of gaps in performance [55]....Then there is a 45–60mn “snack break” lasting until 5:00 pm including participants, supervisors, and the investigator to allow physiological variables to return to normal conditions (Fig. 4). During the simulation, stressful conditions are related to different sources: scenarios themselves (hypoxia, worsening of shock, seizures, cardiac arrest), realistic environment (beeps and alarms), and the untimely irruption of simulated parents in the Emergency Room according to each scenario....We considered stress assessment methods that were compatible with simulated team management of life- threatening events....Spectral analysis (frequency domain) can differentiate the two components of cardiac autonomic nervous system: parasympathetic nerve activity, by measurement of “high frequency” (HF) spectral powers, and sympathetic nerve activity by the “low frequency” (LF)/HF ratio, also known as “sympathovagal balance” [64]....Fig. 4 Course of a simulation session. BP: blood pressure; HR: heart rate; SC: salivary cortisol; SOM: Stress-O-Meter; STAI: State Trait Anxiety Inventory...They work in the Simulation Laboratory of the Faculty of Medicine of Poitiers and are randomly chosen....They assess overall team performance with respect for the algorithm and therapy, insertion of the IO access, and CRM....",Not reported,Yes
96,Results,PMC6657860,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6657860/,"...### Intervention In the experimental group, 6 MDTs were exposed to 9 different simulation sessions over 1 year (every 6 weeks). In the control group, 6 MDTs had only 3 simulation sessions in common with those of the experimental group (initial, intermediate after 6 months and finally after 1 year). All in all, 72 simulations were carried out. The choice of number of simulation sessions for the experimental and control groups was designed to analyze performance evolution, one of the goals of the larger RCT [21]. Frequency of repetition would vary from monthly [23] to biannual repetition [24] to minimize a risk of declining performance [25]. Immersive simulation sessions used scenarios of infant shock requiring intra-osseous access on a high-fidelity manikin (SimNewB, Laerdal). Scenarios were preprogrammed to be identical for all teams in terms of objectives (technical and non-technical). If an appropriate action was not performed, the mannequin deteriorated but did not “die”. There is considerable controversy over whether to allow the manikin to die, since its “death” can influence stress and performance. Consequently, to avoid bias in comparison between two groups, and in analysis of stress evolution during repeated sessions, all simulations were carried out in similar conditions. They were scheduled on the same day of the week (Thursday) at 2:00 pm for the sake of comparison of stress parameters (Fig 2). Moreover, sessions were scheduled on participants' days off and not preceded by a night shift, thereby virtually guaranteeing a night of sleep for every participant before the day of simulation. HR and HRV baseline (T0) were determined during deep sleep. Each session included 15 min of briefing, 25–30 min of simulation, and a 30–45 min “good-judgment” debriefing [26]. Debriefing with good judgment uses the advocacy-inquiry technique as a conversational technique to discover gaps in participants’ performance related to cognitive and behavioral attributes [27]....These questionnaires were related to a specific event to which PTSD symptoms might be keyed....Fig 2 Study design. HR: heart rate; HR: heart rate variability; IES-R: Impact of Event Scale–Revised; PCLS: Post-traumatic Check-List Scale. T0 to T7: times of HR and HRV analysis in addition to the analysis over 24-hour period....",Not reported,No
97,Protocol,PMC4827169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4827169/,"...## The classroom-based PA intervention The active math intervention consisted of math teaching that implemented PA in the classroom as a facilitating instrument. The intervention period lasted one school year, during which the students received on average 6 math lessons of 45 min per week with physically active teaching. PA in this math intervention was defined as any bodily movement produced by skeletal muscles that resulted in increased energy expenditure [49]. This is similar to the definition known as movement integration (MI) [50]. Each 45-minute lesson consisted of at least 15 min of PA spread over the lesson. Math lessons usually took place in the classroom, but were also held in other school areas such as corridors and surrounding outdoor areas. Sedentary activities were limited to periods of maximum 20 min, given that most students are unable to sustain attention on one thing for more than about 20 min at a time [51]. The rationale behind the active math was that if an abstract phenomenon is connected to a concrete bodily experience other than just seeing or hearing it, the comprehension and memory of the given phenomenon could be optimized (e.g. [52, 53]). In addition, we expected that breaking up the cognitive load imposed by a learning task would limit overload of working memory in the children and thus help maintain focus [54]. Studies have detected limited working memory capacity in children, and spreading the load across different working memory subsystems might prevent overload in one specific subsystem [55–57]. The active math lessons followed the principles of “learning by doing” and the development of practical life skills that are crucial to children’s education [58]. This is related to experiential learning theory, i.e. learning through action and experience as opposed to through repetition [59, 60]. The active math approach was adopted for all math lessons for the entire school year. Appendix 1 provides examples from the active math intervention. Children in the control schools received regular classroom instruction, also with an average of 6 math lessons of 45 min per week. The math teachers in the control schools were asked not to make any changes to their usual teaching methods before the study endpoint measurements....Teachers in the intervention schools attended a 4-day mandatory course on how to integrate active math into the Danish curriculum for mathematics in public schools. The aim of the course was to provide the teachers with the skills to implement physically active math lessons, i.e. to use suggested methods and develop new ways of integrating physical activity into lessons, to organize the activities and to report on intensity of PA (for an overview of the course plan, see Appendix 2). The research group developed the training course and the associated training material that included specific instructions and inspiration for how teachers could integrate PA as an element of academic instruction in math lessons. Examples from this material were used to help illustrate the practical dimensions of the active math lessons. It should be noted that the focus of the course was on developing the teacher’s own abilities to design active math lessons and thus their own pedagogical skills and knowledge rather than handing out a complete manual with activities for the math lessons. The course included an introduction to the study context and aims, with emphasis on creating high motivation among the teachers for the intervention by explaining the numerous potential positive cognitive effects of learning through action and describing previous findings related to PA in general. The teacher’s motivation for implementing PA in the classroom and their involvement are highly relevant matters for math achievement [61], and could influence the outcome of the study. The teachers thus played an active role in creating and developing the activities for the math lessons. Furthermore, several theories of how to develop activities in the classroom were presented e.g. the ‘Activity-wheel’ [62], with the purpose of creating activities that would help the children to reach the desired learning objectives. On the last course day, active teaching techniques were discussed and related to motivational, organizational and management techniques. Several teachers attending the course highlighted the challenges they expected to face when implementing PA in math. This initiated an internet-based intra-school communication forum in each of the two municipalities, where the teachers shared activities, experiences and advice for the active math intervention. The teachers received normal salary for attending the course, as compensation for their time....",Not reported,Yes
97,Results,PMC6296522,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6296522/,"...The intervention group received classroom-based PA incorporated into math lessons for one school year. Subjects in the intervention group received an average of 6 math lessons of 45 minutes per week during the intervention. Each 45-minute lesson consisted of at least 15 minutes of PA spread over the lesson, and sedentary activities were limited to bouts of maximum 20 minutes. Subjects in the control group received regular classroom instruction, also with an average of 6 math lessons of 45 minutes per week....",Not reported,No
98,Protocol,PMC3543344,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3543344/,"...### Intervention The PI/JP curriculum aims to develop strong parenting practices and facilitate relationship-building between parents and youth, while emphasizing Latino cultural values, navigation in multiple cultures, and environmental risks related to socioeconomic circumstances. As outlined in Table 3, the curriculum is comprised of eight 3-hour sessions including 30 minutes for dinner and conversation to facilitate social support among parents. Four sessions include parents only, one session includes parents and youth in independent topics, and three sessions include parents and youth in parallel topics with joint skill-building sessions at the end. All sessions are learner focused and follow an experiential learning approach, integrating participants’ reflections, didactics, skill-building activities, and group discussions. ### Table 3 Description of the intervention sessions Each parent session will begin with identification of a challenge the parent has experienced in the last week with their youth related to the topic of the day. The intent of this exercise is to ground the didactic and skill-building materials in a problem relevant to the family’s current situation. Facilitators will then ask parents to reflect on their own topic-specific experiences as a youth to generate empathy in the parents for their children’s situations and challenges. The remainder of the session will focus on a combination of presentation of didactic information, sharing, and skill- building exercises. The skill-building exercises largely use tobacco and other substance use as examples, thus infusing all sessions with practical means for preventing substance use. The sessions end with parents reflecting on how the information and skills they learned may be applied to the challenge with their youth they identified at the beginning of the session. Parents then set an achievable goal for the week to address this challenge, and at the beginning of the following session share their experiences implementing this goal. Youth sessions begin with an icebreaker activity and a debriefing period that introduces the day’s topic with the dual intent of cultivating a youth- friendly atmosphere and also metaphorically relating the topic of the day to a concrete idea. Introduction of new concepts follows, intermingled with a variety of theme-related activities, skill-building exercises and role- playing, helping to solidify the proposed topic of the day. The youth curriculum was formatted to rotate between didactic moments, key conversations, and activities in order to be continuously engaging and appropriately meeting the youth’s needs as adolescent learners. Sessions using the parallel parent–youth format are communication, conflict resolution, and connection. Involving youth in the relationship-oriented sessions is intended to invest both parents and youth in building solid relationships that facilitate successful parenting practices [19]. For these sessions, parents and youth initially meet independently. The two groups will come together at the end of the sessions for joint skill-building exercises and discussion. For the parent–youth session without joint activities, parents will focus on parental monitoring while youth will build basic youth social competencies such as goal-setting, and refusal skills that have been associated with lower tobacco and other substance use behaviors [52,53]....",Not reported,Yes
98,Results,PMC5412730,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5412730/,"...##### Intervention PIJP was co-developed by the community-university research team and an advisory board of Latino parents who identified and prioritized core cultural values they wished to convey to their children, and key parenting concerns. The research team spent two years integrating parent and community priorities, family education strategies, and theoretical models including positive youth development and social cognitive theories to develop a curriculum.27 The resulting intervention targeted parenting skills and positive parent youth relationships through an assets-oriented approach that emphasized Latino cultural values such as familismo (familism), confianza (trust) and respeto (respect) and considered parenting within the context of families' environmental risk related to structural factors such as residential segregation and concentration of poverty.28 Facilitators from the community partner organizations delivered eight weekly group-sessions at each community site. The 2.5 hour sessions used active learning methods, such as role-play, skill practice, and small group discussions (Table 1). Because the intervention focused primarily on parenting practices, youth attended four of the eight sessions; parents and youth initially met separately then came together for skill building. Control group participants received usual care at the community partner sites. ### Table 1 Description of Padres Informados / Jovenes Preparados Curriculum...",Not reported,No
99,Protocol,PMC3165063,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3165063/,"...### Uterine Artery Embolization Procedure Patients randomized to UAE will undergo a standardized treatment protocol. An intravenous line and Foley catheter will be placed and the patient receives conscious sedation, anti-inflammatory agents, anti-emetics and antibiotic prophylaxis during the procedure. Via the right common femoral artery, an arteriogram is performed to visualize the pelvic vasculature with notation of whether any branches of the ovarian artery are supplying the fibroids. Embolization to near stasis is performed from the contralateral uterine artery followed by the same process from the ipsilateral side. Subjects are observed for 60 minutes in a recovery room and are subsequently hospitalized overnight for pain control with a variety of agents, including narcotics via a patient-controlled device (PCA), NSAIDs, and adjunctive agents, including anti-emetics. ### Magnetic Resonance guided Focused Ultrasound Procedure Patients undergoing MRgFUS are treated as outpatients with a standardized procedure. Women are instructed to shave hair from the umbilicus to the pubic crest the night before treatment. After placing an intravenous line and a Foley catheter, the patient is positioned prone on the MRI table with her uterus directly above the FUS-transducer. Abdominal wall scars are noted. During the procedure, intravenous conscious sedation is used, however, allowing communication with the treating physician to report any symptoms. Patients in the MRgFUS-arm are typically observed for one hour after their last dose of sedation and discharged to home with an escort. ### Post-procedure management In the recovery area subjects are asked to rate their discomfort and pain on a10-point continuous scale and the MPQ. At the time of discharge all women are given prescriptions for ibuprofen, oxycodone, compazine and colace in standard doses and amounts to use as necessary. Short-term outcome diaries are used for six weeks following the procedure to assess disability and recovery trajectory....A MRI will be performed at 24- and 36-months to compare the volume of the uterus and each fibroid before and after the treatment. The non perfused volume (NPV) for treated fibroids, a noninvasive measure of tissue necrosis will be followed and any new fibroids developing during this follow-up interval will be measured....",Not reported,Yes
99,Results,PMC6355152,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6355152/,"...#### UAE Treatment Protocol Moderate sedation with anti-inflammatory agents and antiemetics was used. Foley catheters and prophylactic antibiotics were used at all sites; at 1 site, oral antibiotics were continued for another 5 days. UAE was performed through the right common transfemoral artery with a 5F sheath. A 5F catheter was used to catheterize the left internal iliac artery. Arteriography was performed through this catheter to demonstrate the origin and the course of the uterine artery. Generally, a 5F catheter was advanced into the artery directly; however, a 3F microcatheter was used coaxially through the 5F catheter on some occasions, and final arteriography was performed before embolization. Spherical embolic agents, 500 to 700 µm in size, were used until stasis was achieved. If 3 vials of the smaller agents were used (ie, for larger uteri), 700- to 900-µm agents were used thereafter. The embolization end point was near-stasis. At that point, a Waltman loop was formed or a Bookstein catheter was used to catheterize the right internal iliac artery. The right uterine artery was then embolized in the same manner as the left. Final aortography was performed to evaluate for any blood flow from alternate sources such as the ovarian arteries. The catheter and sheath were removed, and hemostasis was achieved using manual compression or a vascular closure device. The patient was then transferred to a recovery room, where she was observed for 60 minutes before admission to a hospital-based observation unit overnight for pain control. Patients were discharged to home the following morning. #### MRgFUS Treatment Protocol Treatments were performed with a clinical MRgFUS system (ExAblate 2000; InSightec) that incorporates real-time magnetic resonance imaging (MRI)-thermometry feedback and volumetric planning. Light conscious sedation was used, thus allowing women to give feedback to the treating physician. A Foley catheter was placed, and a nurse regularly monitored vital signs. The patient was positioned prone over the transducer, which was embedded inside a water tank within the MRI table, with a flexible, custom-made, receive-only, pelvic coil (USA Instruments) wrapped around her pelvis. Acoustic coupling between the patient and the water tank was achieved by using a layer of degassed water and thin gel pad (Parker Laboratories). Anatomical T2-weighted images in 3 orthogonal planes were acquired and transferred to the MRgFUS workstation for detailed treatment planning. The focal spot ranged from approximately 4.5 to 6.0 mm in diameter and approximately 18.0 to 35.0 mm in length. All sonications were evaluated in advance for safe beam passage in all 3 dimensions. Interactive modification during the treatment took place to obtain sufficient thermal dose (derived from MRI-thermometry) and complete coverage of the target volume. Initial low-energy tests were used to ensure accurate targeting. Subsequently, for therapeutic sonications, the pulse duration was generally 12 to 24 seconds, with an interval between pulses of 45 to 90 seconds to allow for tissue cooling. After completion of the treatment, gadolinium contrast medium was administered, and a set of T1-weighted images was acquired for assessment of the treated (nonperfused) volume. After MRgFUS treatment, women were typically observed for 1 hour after their last dose of sedation and discharged with an escort....",Not reported,No
